Bus ID,lat,lng,Zone,Sub Name,Bus Name,Area,BaseKV,PU Volt,Volt (kV),Angle (Deg),MW Load,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num,Bus Type,Mismatch MW,Mismatch Mvar,Mismatch MVA,Bus Area,Sub Area
130340,32.5873,-96.2952,5,KAUFMAN_5,KAUFMAN_5_1,North_Central,138.0,1.02652,141.66,-22.59,26.0,4.97,,1559,,,0,0,1,PQ,0.0,0,0.0,1,14
190077,35.1406,-101.872,2,AMARILLO_6,AMARILLO_6_1,North,138.0,1.0421200000000002,143.813,42.85,25.9,4.52,,3072,,,0,0,1,PQ,0.0,0,0.0,1,20
110754,30.05,-95.2261,7,KINGWOOD_3,KINGWOOD_3_2,Coast,69.0,1.01088,69.751,-27.17,25.9,6.7,,548,,,0,0,1,PQ,0.0,0,0.0,1,12
170175,32.9013,-96.5254,5,ROWLETT_2,ROWLETT_2_1,North_Central,69.0,1.01309,69.903,-28.51,25.8,6.4,,2583,,,0,0,1,PQ,0.0,0,0.0,1,18
130135,32.938,-96.9428,5,COPPELL_5,COPPELL_5_1,North_Central,69.0,1.00332,69.229,-32.15,25.8,8.7,,1384,,,0,0,1,PQ,0.0,0,0.0,1,14
210126,31.4721,-97.1259,5,HEWITT_1,HEWITT_1_1,North_Central,69.0,1.01355,69.935,-5.82,25.8,6.4,,3422,,,0,0,1,PQ,0.0,0,0.0,2,22
200112,25.9282,-97.4574,4,BROWNSVILLE_10,BROWNSVILLE_10_1,South,138.0,1.0445,144.141,28.35,25.8,8.9,,3247,,,0,0,1,PQ,0.0,0,0.0,2,21
150305,32.6919,-97.4219,5,NAVAL_AIR_STATION__JRB_10,NAVAL_AIR_STATION__JRB_10_1,North_Central,69.0,1.03072,71.12,-21.98,25.8,7.3,,2080,,35.7,0,0,1,PQ,0.0,0,0.0,1,16
110693,29.8285,-95.4196,7,HOUSTON_8,HOUSTON_8_1,Coast,69.0,0.99549,68.689,-28.02,25.8,6.7,,509,,,0,0,1,PQ,0.0,0,0.0,1,12
170126,33.1736,-96.6797,5,MCKINNEY_8,MCKINNEY_8_2,North_Central,69.0,1.02821,70.946,-28.6,25.7,6.4,,2544,,,0,0,1,PQ,0.0,0,0.0,1,18
160177,28.4032,-97.7483,4,BEEVILLE_4,BEEVILLE_4_1,South,138.0,1.03799,143.243,18.59,25.7,7.7,,2390,,,0,0,1,PQ,0.0,0,0.0,1,17
160167,28.6144,-96.6337,7,PORT_LAVACA_5,PORT_LAVACA_5_1,Coast,138.0,1.02962,142.088,7.27,25.7,4.9,,2380,,,0,0,1,PQ,0.0,0,0.0,1,17
110167,29.8873,-95.2812,7,HUMBLE_3,HUMBLE_3_1,Coast,69.0,1.01627,70.123,-28.0,25.7,3.24,,76,,,0,0,1,PQ,0.0,0,0.0,1,12
270160,29.8498,-98.0096,6,SAN_MARCOS_5,SAN_MARCOS_5_2,South_Central,69.0,1.01461,70.008,-3.57,25.7,0.9,,4862,,,0,0,1,PQ,0.0,0,0.0,2,28
130062,32.7808,-96.8277,5,DALLAS_10,DALLAS_10_1,North_Central,69.0,1.0199,70.373,-29.19,25.7,5.87,,1331,,,0,0,1,PQ,0.0,0,0.0,1,14
200147,26.1737,-97.8012,4,LA_FERIA_2,LA_FERIA_2_1,South,138.0,1.03398,142.689,28.97,25.6,7.9,,3279,,,0,0,1,PQ,0.0,0,0.0,2,21
120130,29.3324,-98.1356,6,LA_VERNIA_1,LA_VERNIA_1_1,South_Central,138.0,1.03582,142.944,5.03,25.6,2.11,,1009,,,0,0,1,PQ,0.0,0,0.0,1,13
170261,33.042,-96.7474,5,PLANO_16,PLANO_16_1,North_Central,69.0,1.01262,69.87100000000001,-30.81,25.6,7.8,,2642,,,0,0,1,PQ,0.0,0,0.0,1,18
170549,33.6308,-95.59,2,PARIS_7,PARIS_7_2,North,138.0,1.04288,143.918,-16.26,25.6,9.8,,2870,,,0,0,1,PQ,0.0,0,0.0,1,18
110808,29.71,-95.8365,7,RICHMOND_3,RICHMOND_3_2,Coast,69.0,1.03348,71.31,-22.01,25.6,8.3,,587,,,0,0,1,PQ,0.0,0,0.0,1,12
110846,29.8946,-95.4018,7,HOUSTON_43,HOUSTON_43_1,Coast,69.0,1.0409,71.822,-28.9,25.5,4.25,,618,,124.94,0,0,1,PQ,0.0,0,0.0,1,12
120327,29.3712,-98.4601,6,SAN_ANTONIO_31,SAN_ANTONIO_31_2,South_Central,69.0,1.02033,70.403,1.83,25.5,2.71,,1172,,,0,0,1,PQ,0.0,0,0.0,1,13
110479,29.5078,-95.1924,7,FRIENDSWOOD_7,FRIENDSWOOD_7_1,Coast,69.0,1.03991,71.75399999999999,-28.15,25.5,7.0,,327,,84.78,0,0,1,PQ,0.0,0,0.0,1,12
120265,29.4363,-98.5638,6,SAN_ANTONIO_10,SAN_ANTONIO_10_1,South_Central,69.0,1.02319,70.6,-1.33,25.5,9.0,,1127,,,0,0,1,PQ,0.0,0,0.0,1,13
180018,27.4462,-99.4742,4,LAREDO_13,LAREDO_13_1,South,138.0,1.03745,143.168,20.94,25.5,4.33,,2899,,,0,0,1,PQ,0.0,0,0.0,1,19
110542,29.6768,-95.1204,7,DEER_PARK_5,DEER_PARK_5_2,Coast,69.0,1.0256299999999998,70.76899999999999,-26.59,25.5,3.31,,375,,,0,0,1,PQ,0.0,0,0.0,1,12
220096,32.0387,-102.131,1,MIDLAND_10,MIDLAND_10_1,Far_West,138.0,1.03181,142.39,23.61,25.5,4.16,,3677,,,0,0,1,PQ,0.0,0,0.0,2,23
150147,32.6983,-97.2615,5,KENNEDALE_4,KENNEDALE_4_1,North_Central,69.0,1.02689,70.855,-22.78,25.5,1.28,,1967,,,0,0,1,PQ,0.0,0,0.0,1,16
250197,32.3427,-95.3258,8,TYLER_2,TYLER_2_1,East,138.0,1.03471,142.789,-13.43,25.5,5.7,,4417,,,0,0,1,PQ,0.0,0,0.0,2,26
140058,30.2788,-97.7197,6,AUSTIN_1,AUSTIN_1_1,South_Central,69.0,0.99864,68.906,-10.51,25.5,6.2,,1630,,,0,0,1,PQ,0.0,0,0.0,1,15
230214,30.8571,-96.9781,6,CAMERON_4,CAMERON_4_1,South_Central,138.0,1.03775,143.209,-1.92,25.5,7.16,,3951,,,0,0,1,PQ,0.0,0,0.0,2,24
140140,30.3748,-97.756,6,AUSTIN_41,AUSTIN_41_1,South_Central,69.0,0.99568,68.702,-9.06,25.4,6.6,,1695,,,0,0,1,PQ,0.0,0,0.0,1,15
200080,26.0948,-97.1856,4,PORT_ISABEL_3,PORT_ISABEL_3_1,South,138.0,1.04693,144.476,28.0,25.4,3.24,,3215,,,0,0,1,PQ,0.0,0,0.0,2,21
110865,29.8287,-95.0554,7,HIGHLANDS_3,HIGHLANDS_3_1,Coast,69.0,1.0189,70.304,-26.89,25.4,9.72,,632,,,0,0,1,PQ,0.0,0,0.0,1,12
170115,33.1694,-96.6611,5,MCKINNEY_5,MCKINNEY_5_1,North_Central,69.0,1.02758,70.903,-29.31,25.4,2.86,,2536,,,0,0,1,PQ,0.0,0,0.0,1,18
260066,32.6587,-97.117,5,ARLINGTON_3,ARLINGTON_3_1,North_Central,69.0,1.02519,70.738,-23.94,25.3,8.8,,4611,,,0,0,1,PQ,0.0,0,0.0,2,27
150206,32.7053,-97.3653,5,FORT_WORTH_6,FORT_WORTH_6_1,North_Central,69.0,1.02011,70.388,-21.2,25.3,8.5,,2009,,,0,0,1,PQ,0.0,0,0.0,1,16
260026,32.6674,-97.1888,5,KENNEDALE_12,KENNEDALE_12_1,North_Central,69.0,1.0104799999999998,69.723,-22.52,25.3,6.3,,4582,,,0,0,1,PQ,0.0,0,0.0,2,27
170082,33.3684,-97.1706,5,SANGER_4,SANGER_4_2,North_Central,69.0,1.02344,70.618,-23.01,25.3,4.8,,2513,,,0,0,1,PQ,0.0,0,0.0,1,18
110486,28.9651,-95.3203,7,FREEPORT_1,FREEPORT_1_1,Coast,69.0,1.01752,70.209,-18.41,25.3,3.99,,331,,,0,0,1,PQ,0.0,0,0.0,1,12
170217,33.1073,-96.8969,5,THE_COLONY_5,THE_COLONY_5_1,North_Central,69.0,1.02711,70.87100000000001,-32.37,25.3,8.3,,2611,,,0,0,1,PQ,0.0,0,0.0,1,18
150382,32.437,-97.7945,5,GRANBURY_3,GRANBURY_3_1,North_Central,138.0,1.0349,142.816,-8.39,25.2,8.2,,2139,,,0,0,1,PQ,0.0,0,0.0,1,16
140083,30.3169,-97.7465,6,AUSTIN_19,AUSTIN_19_1,South_Central,69.0,1.03401,71.347,-11.08,25.2,3.89,,1649,,,0,0,1,PQ,0.0,0,0.0,1,15
150362,33.8594,-98.5952,2,WICHITA_FALLS_10,WICHITA_FALLS_10_1,North,138.0,1.03267,142.509,6.91,25.2,8.3,,2122,,,0,0,1,PQ,0.0,0,0.0,1,16
130115,32.675,-96.7988,5,LANCASTER_2,LANCASTER_2_1,North_Central,69.0,1.01295,69.893,-27.95,25.2,8.2,,1370,,,0,0,1,PQ,0.0,0,0.0,1,14
180008,27.5285,-99.511,4,LAREDO_4,LAREDO_4_1,South,138.0,1.03678,143.076,20.17,25.2,4.8,,2890,,,0,0,1,PQ,0.0,0,0.0,1,19
170151,32.8992,-96.435,5,ROCKWALL_1,ROCKWALL_1_2,North_Central,69.0,1.02082,70.436,-26.54,25.2,4.16,,2563,,,0,0,1,PQ,0.0,0,0.0,1,18
240170,32.4359,-99.7368,3,DYESS_AFB_10,DYESS_AFB_10_1,West,138.0,1.03686,143.086,14.23,25.1,5.2,,4160,,,0,0,1,PQ,0.0,0,0.0,2,25
120282,29.5052,-98.4889,6,SAN_ANTONIO_21,SAN_ANTONIO_21_1,South_Central,69.0,1.00311,69.215,-1.35,25.1,8.8,,1140,,,0,0,1,PQ,0.0,0,0.0,1,13
170188,33.0678,-96.5718,5,ALLEN_3,ALLEN_3_2,North_Central,69.0,1.0177200000000002,70.223,-28.69,25.1,5.6,,2592,,,0,0,1,PQ,0.0,0,0.0,1,18
130289,32.8878,-96.778,5,ADDISON_8,ADDISON_8_1,North_Central,69.0,0.99534,68.678,-27.97,25.1,5.7,,1515,,,0,0,1,PQ,0.0,0,0.0,1,14
110886,29.5401,-95.3536,7,MANVEL_4,MANVEL_4_1,Coast,69.0,0.99533,68.678,-26.32,25.1,6.1,,645,,,0,0,1,PQ,0.0,0,0.0,1,12
110590,30.0479,-95.8814,7,HOCKLEY_3,HOCKLEY_3_1,Coast,69.0,1.01046,69.722,-23.85,25.1,13.53,,411,,,0,0,1,PQ,0.0,0,0.0,1,12
170484,33.5294,-96.6092,2,HOWE_3,HOWE_3_1,North,138.0,1.03137,142.329,-24.18,25.0,11.53,,2832,,,0,0,1,PQ,0.0,0,0.0,1,18
150096,33.7808,-97.6689,2,NOCONA_1,NOCONA_1_1,North,138.0,1.02218,141.061,-14.22,25.0,8.9,,1924,,,0,0,1,PQ,0.0,0,0.0,1,16
120240,29.5783,-98.4657,6,SAN_ANTONIO_5,SAN_ANTONIO_5_2,South_Central,69.0,1.00939,69.648,-2.02,25.0,5.9,,1108,,,0,0,1,PQ,0.0,0,0.0,1,13
260054,32.7621,-96.9647,5,GRAND_PRAIRIE_16,GRAND_PRAIRIE_16_1,North_Central,69.0,0.98952,68.277,-30.48,25.0,11.6,,4601,,,0,0,1,PQ,0.0,0,0.0,2,27
110593,29.985,-95.6994,7,CYPRESS_33,CYPRESS_33_1,Coast,69.0,1.0165,70.139,-24.21,24.9,2.41,,413,,,0,0,1,PQ,0.0,0,0.0,1,12
120237,29.5592,-98.4063,6,UNIVERSAL_CITY_7,UNIVERSAL_CITY_7_1,South_Central,69.0,0.99766,68.839,-2.5,24.9,7.4,,1106,,,0,0,1,PQ,0.0,0,0.0,1,13
111136,29.5349,-95.4744,7,FRESNO_9,FRESNO_9_2,Coast,69.0,1.01065,69.735,-21.39,24.9,8.5,,803,,,0,0,1,PQ,0.0,0,0.0,1,12
260080,32.5527,-97.1428,5,MANSFIELD_7,MANSFIELD_7_1,North_Central,69.0,1.00085,69.059,-19.64,24.9,7.2,,4623,,,0,0,1,PQ,0.0,0,0.0,2,27
230220,30.6373,-96.348,8,BRYAN_7,BRYAN_7_1,East,138.0,1.03675,143.072,-6.52,24.9,2.26,,3957,,,0,0,1,PQ,0.0,0,0.0,2,24
200145,26.1916,-97.7478,4,COMBES_4,COMBES_4_1,South,138.0,1.03432,142.736,28.92,24.9,8.3,,3277,,,0,0,1,PQ,0.0,0,0.0,2,21
110531,29.6579,-95.0867,7,LA_PORTE_1,LA_PORTE_1_1,Coast,69.0,1.0183799999999998,70.268,-27.5,24.9,2.94,,366,,,0,0,1,PQ,0.0,0,0.0,1,12
110694,29.8211,-95.3396,7,HOUSTON_9,HOUSTON_9_1,Coast,69.0,1.00155,69.107,-28.95,24.9,7.3,,510,,,0,0,1,PQ,0.0,0,0.0,1,12
120262,29.4736,-98.5375,6,SAN_ANTONIO_7,SAN_ANTONIO_7_1,South_Central,69.0,1.01113,69.768,-0.83,24.9,3.01,,1124,,,0,0,1,PQ,0.0,0,0.0,1,13
170239,33.0752,-97.0408,5,LAKE_DALLAS_1,LAKE_DALLAS_1_1,North_Central,69.0,1.03498,71.414,-32.88,24.9,5.7,,2627,,,0,0,1,PQ,0.0,0,0.0,1,18
130333,32.4542,-96.8427,5,RED_OAK_11,RED_OAK_11_1,North_Central,138.0,1.02871,141.96200000000002,-16.54,24.9,8.13,,1552,,,0,0,1,PQ,0.0,0,0.0,1,14
250308,31.6602,-94.6495,8,NACOGDOCHES_7,NACOGDOCHES_7_1,East,138.0,1.03496,142.825,-10.21,24.8,9.96,,4517,,,0,0,1,PQ,0.0,0,0.0,2,26
110583,29.7529,-95.7382,7,KATY_79,KATY_79_1,Coast,69.0,1.02832,70.954,-23.01,24.7,3.39,,407,,,0,0,1,PQ,0.0,0,0.0,1,12
180048,28.5162,-99.8508,4,CARRIZO_SPRINGS_1,CARRIZO_SPRINGS_1_1,South,138.0,1.04312,143.951,14.35,24.7,6.1,,2925,,,0,0,1,PQ,0.0,0,0.0,1,19
170258,33.0805,-96.7198,5,PLANO_15,PLANO_15_2,North_Central,69.0,0.99935,68.955,-30.19,24.7,3.01,,2641,,,0,0,1,PQ,0.0,0,0.0,1,18
110487,29.0568,-95.4294,7,CLUTE_2,CLUTE_2_1,Coast,69.0,1.01686,70.163,-18.03,24.7,4.25,,332,,,0,0,1,PQ,0.0,0,0.0,1,12
111124,29.6349,-95.1928,7,PASADENA_6,PASADENA_6_1,Coast,69.0,1.0301,71.077,-28.56,24.6,6.3,,793,,,0,0,1,PQ,0.0,0,0.0,1,12
260081,32.6637,-97.1342,5,ARLINGTON_9,ARLINGTON_9_1,North_Central,69.0,1.03078,71.124,-24.46,24.6,5.0,,4624,,,0,0,1,PQ,0.0,0,0.0,2,27
120376,29.5821,-98.5639,6,SAN_ANTONIO_44,SAN_ANTONIO_44_1,South_Central,69.0,1.01809,70.248,-2.8,24.6,6.4,,1205,,,0,0,1,PQ,0.0,0,0.0,1,13
140234,30.4654,-97.8211,6,CEDAR_PARK_12,CEDAR_PARK_12_1,South_Central,69.0,1.00044,69.031,-9.06,24.6,1.43,,1759,,,0,0,1,PQ,0.0,0,0.0,1,15
120263,29.4354,-98.4991,6,SAN_ANTONIO_8,SAN_ANTONIO_8_1,South_Central,69.0,1.01659,70.145,-0.28,24.6,4.25,,1125,,,0,0,1,PQ,0.0,0,0.0,1,13
150519,33.6282,-99.4112,2,SEYMOUR_3,SEYMOUR_3_1,North,138.0,1.04067,143.613,11.73,24.6,7.7,,2206,,,0,0,1,PQ,0.0,0,0.0,1,16
250294,31.3156,-95.455,8,CROCKETT_3,CROCKETT_3_1,East,138.0,1.04094,143.65,-13.53,24.6,8.1,,4506,,,0,0,1,PQ,0.0,0,0.0,2,26
170264,33.1203,-96.7797,5,PLANO_19,PLANO_19_1,North_Central,69.0,1.00566,69.391,-31.12,24.5,5.0,,2645,,,0,0,1,PQ,0.0,0,0.0,1,18
150335,32.6701,-97.3693,5,FORT_WORTH_21,FORT_WORTH_21_1,North_Central,69.0,1.02165,70.494,-20.14,24.5,0.83,,2100,,,0,0,1,PQ,0.0,0,0.0,1,16
170323,32.9538,-96.8012,5,ADDISON_19,ADDISON_19_1,North_Central,69.0,1.03667,71.53,-34.76,24.5,7.4,,2688,,,0,0,1,PQ,0.0,0,0.0,1,18
120264,29.4248,-98.5138,6,SAN_ANTONIO_9,SAN_ANTONIO_9_1,South_Central,69.0,1.01198,69.827,0.58,24.5,2.64,,1126,,,0,0,1,PQ,0.0,0,0.0,1,13
110423,29.8154,-95.17,7,CHANNELVIEW_8,CHANNELVIEW_8_1,Coast,69.0,1.02512,70.733,-27.43,24.5,8.1,,285,,,0,0,1,PQ,0.0,0,0.0,1,12
120288,29.4293,-98.4832,6,SAN_ANTONIO_26,SAN_ANTONIO_26_2,South_Central,69.0,1.01593,70.09899999999999,0.13,24.4,6.6,,1145,,,0,0,1,PQ,0.0,0,0.0,1,13
250208,32.3402,-95.3058,8,TYLER_7,TYLER_7_1,East,138.0,1.03483,142.806,-12.88,24.4,5.7,,4428,,,0,0,1,PQ,0.0,0,0.0,2,26
140191,30.3693,-97.6292,6,PFLUGERVILLE_6,PFLUGERVILLE_6_1,South_Central,69.0,0.99994,68.99600000000001,-8.25,24.4,7.41,,1732,,,0,0,1,PQ,0.0,0,0.0,1,15
200107,25.9783,-97.486,4,OLMITO_6,OLMITO_6_1,South,138.0,1.03878,143.351,27.09,24.4,1.8,,3242,,,0,0,1,PQ,0.0,0,0.0,2,21
230216,30.6043,-96.3183,8,COLLEGE_STATION_3,COLLEGE_STATION_3_1,East,138.0,1.03757,143.184,-7.13,24.4,8.6,,3953,,,0,0,1,PQ,0.0,0,0.0,2,24
140288,30.5048,-97.6149,6,ROUND_ROCK_14,ROUND_ROCK_14_1,South_Central,69.0,1.0012,69.083,-7.25,24.3,3.31,,1797,,,0,0,1,PQ,0.0,0,0.0,1,15
140129,30.3551,-97.6746,6,AUSTIN_35,AUSTIN_35_1,South_Central,69.0,1.0013299999999998,69.092,-9.21,24.3,7.9,,1688,,,0,0,1,PQ,0.0,0,0.0,1,15
110474,29.5664,-95.2724,7,PEARLAND_7,PEARLAND_7_1,Coast,69.0,0.99277,68.501,-27.66,24.3,4.8,,322,,,0,0,1,PQ,0.0,0,0.0,1,12
160146,27.8205,-97.6678,4,ROBSTOWN_5,ROBSTOWN_5_1,South,138.0,1.04041,143.577,21.4,24.3,1.5,,2359,,,0,0,1,PQ,0.0,0,0.0,1,17
110842,29.9013,-95.5115,7,CYPRESS_41,CYPRESS_41_1,Coast,69.0,1.00418,69.288,-26.15,24.3,7.86,,614,,,0,0,1,PQ,0.0,0,0.0,1,12
240130,31.749,-100.077,3,NORTON_1,NORTON_1_1,West,138.0,1.04174,143.761,17.93,24.3,6.7,,4123,,,0,0,1,PQ,0.0,0,0.0,2,25
210174,31.1195,-97.7648,5,FORT_HOOD_3,FORT_HOOD_3_1,North_Central,69.0,1.02673,70.845,-4.07,24.3,1.58,,3456,,,0,0,1,PQ,0.0,0,0.0,2,22
140097,30.3299,-97.7241,6,AUSTIN_29,AUSTIN_29_2,South_Central,69.0,1.007,69.483,-8.87,24.3,1.88,,1659,,,0,0,1,PQ,0.0,0,0.0,1,15
150099,33.2124,-98.2834,5,JACKSBORO_1,JACKSBORO_1_1,North_Central,138.0,1.03731,143.149,-2.44,24.3,8.7,,1927,,,0,0,1,PQ,0.0,0,0.0,1,16
110370,30.1916,-95.5825,7,MAGNOLIA_1,MAGNOLIA_1_1,Coast,69.0,1.00363,69.251,-24.57,24.3,7.4,,248,,,0,0,1,PQ,0.0,0,0.0,1,12
150352,33.8878,-98.4909,2,WICHITA_FALLS_5,WICHITA_FALLS_5_1,North,138.0,1.03946,143.446,3.45,24.3,3.89,,2112,,,0,0,1,PQ,0.0,0,0.0,1,16
120269,29.4329,-98.5287,6,SAN_ANTONIO_13,SAN_ANTONIO_13_2,South_Central,69.0,1.01447,69.998,0.74,24.3,5.2,,1130,,,0,0,1,PQ,0.0,0,0.0,1,13
110954,30.191,-95.6463,7,MAGNOLIA_7,MAGNOLIA_7_2,Coast,69.0,1.00885,69.61,-22.05,24.3,5.0,,688,,,0,0,1,PQ,0.0,0,0.0,1,12
260148,32.8877,-97.1279,5,COLLEYVILLE_4,COLLEYVILLE_4_1,North_Central,69.0,1.02284,70.57600000000001,-27.26,24.2,5.5,,4669,,,0,0,1,PQ,0.0,0,0.0,2,27
110861,30.3539,-95.6035,7,MONTGOMERY_1,MONTGOMERY_1_2,Coast,69.0,1.01804,70.245,-20.22,24.1,5.3,,628,,,0,0,1,PQ,0.0,0,0.0,1,12
170128,33.236,-96.7858,5,PROSPER_6,PROSPER_6_2,North_Central,69.0,1.02181,70.505,-28.27,24.1,5.1,,2545,,,0,0,1,PQ,0.0,0,0.0,1,18
111046,29.9317,-95.5574,7,CYPRESS_51,CYPRESS_51_2,Coast,69.0,1.03158,71.179,-24.84,24.1,4.42,,742,,,0,0,1,PQ,0.0,0,0.0,1,12
140246,30.5024,-97.811,6,CEDAR_PARK_19,CEDAR_PARK_19_1,South_Central,69.0,0.99841,68.891,-7.87,24.1,7.1,,1768,,,0,0,1,PQ,0.0,0,0.0,1,15
150328,33.0055,-97.2051,5,ROANOKE_5,ROANOKE_5_2,North_Central,69.0,1.01815,70.252,-24.12,24.1,5.5,,2096,,,0,0,1,PQ,0.0,0,0.0,1,16
130281,32.856,-96.7911,5,DALLAS_32,DALLAS_32_2,North_Central,69.0,1.00661,69.456,-27.97,24.1,7.1,,1508,,,0,0,1,PQ,0.0,0,0.0,1,14
250272,33.1802,-95.226,8,MOUNT_VERNON_2,MOUNT_VERNON_2_1,East,138.0,1.03621,142.997,-21.69,24.1,10.91,,4488,,,0,0,1,PQ,0.0,0,0.0,2,26
160144,27.7694,-97.4021,4,CORPUS_CHRISTI_12,CORPUS_CHRISTI_12_1,South,138.0,1.02426,141.34799999999998,21.08,24.1,0.98,,2357,,,0,0,1,PQ,0.0,0,0.0,1,17
140038,30.3466,-97.368,6,ELGIN_5,ELGIN_5_1,South_Central,138.0,1.02846,141.928,-3.26,24.1,5.7,,1611,,,0,0,1,PQ,0.0,0,0.0,1,15
120266,29.4797,-98.5202,6,SAN_ANTONIO_11,SAN_ANTONIO_11_1,South_Central,69.0,1.01144,69.79,-1.03,24.1,7.4,,1128,,,0,0,1,PQ,0.0,0,0.0,1,13
110510,30.0194,-95.5306,7,TOMBALL_11,TOMBALL_11_1,Coast,69.0,0.99143,68.40899999999999,-25.87,24.1,5.0,,350,,,0,0,1,PQ,0.0,0,0.0,1,12
120386,29.5226,-98.5412,6,SAN_ANTONIO_52,SAN_ANTONIO_52_1,South_Central,69.0,1.01022,69.705,-0.91,24.0,6.5,,1214,,,0,0,1,PQ,0.0,0,0.0,1,13
110448,29.5664,-95.1382,7,WEBSTER_5,WEBSTER_5_1,Coast,69.0,1.00806,69.556,-27.24,24.0,8.6,,300,,,0,0,1,PQ,0.0,0,0.0,1,12
180019,27.59,-99.4794,4,LAREDO_14,LAREDO_14_1,South,138.0,1.03621,142.998,20.17,24.0,2.41,,2900,,,0,0,1,PQ,0.0,0,0.0,1,19
170310,33.1637,-96.3661,5,FARMERSVILLE_1,FARMERSVILLE_1_2,North_Central,69.0,1.0274299999999998,70.893,-27.27,24.0,3.39,,2679,,,0,0,1,PQ,0.0,0,0.0,1,18
240181,31.4932,-100.45,3,GOODFELLOW_AFB_9,GOODFELLOW_AFB_9_2,West,138.0,1.03977,143.489,20.39,24.0,4.7,,4170,,,0,0,1,PQ,0.0,0,0.0,2,25
260093,32.4189,-97.1356,5,VENUS_1,VENUS_1_2,North_Central,69.0,1.00676,69.46600000000001,-18.11,23.9,9.5,,4632,,,0,0,1,PQ,0.0,0,0.0,2,27
110451,29.5748,-95.0184,7,SEABROOK_2,SEABROOK_2_1,Coast,69.0,0.98188,67.749,-28.46,23.9,4.33,,302,,,0,0,1,PQ,0.0,0,0.0,1,12
220109,32.0116,-102.161,1,MIDLAND_22,MIDLAND_22_1,Far_West,138.0,1.03361,142.638,22.31,23.9,2.18,,3689,,39.31,0,0,1,PQ,0.0,0,0.0,2,23
120323,29.475,-98.6179,6,LACKLAND_A_F_B_13,LACKLAND_A_F_B_13_1,South_Central,69.0,1.01542,70.064,-0.94,23.9,5.4,,1169,,,0,0,1,PQ,0.0,0,0.0,1,13
240118,31.9525,-100.019,3,WINTERS_1,WINTERS_1_1,West,138.0,1.03796,143.238,16.97,23.9,6.5,,4111,,,0,0,1,PQ,0.0,0,0.0,2,25
170111,33.1691,-96.6276,5,MCKINNEY_3,MCKINNEY_3_1,North_Central,69.0,1.0305,71.105,-30.71,23.8,6.85,,2533,,116.39,0,0,1,PQ,0.0,0,0.0,1,18
110310,30.1386,-95.2213,7,NEW_CANEY_4,NEW_CANEY_4_2,Coast,69.0,1.01872,70.292,-26.84,23.8,5.0,,202,,,0,0,1,PQ,0.0,0,0.0,1,12
110909,29.61,-95.5466,7,STAFFORD_14,STAFFORD_14_1,Coast,69.0,1.00855,69.59,-22.7,23.8,8.5,,659,,,0,0,1,PQ,0.0,0,0.0,1,12
200103,25.9414,-97.4543,4,BROWNSVILLE_6,BROWNSVILLE_6_1,South,138.0,1.0436,144.017,28.42,23.8,7.5,,3238,,,0,0,1,PQ,0.0,0,0.0,2,21
110559,29.6249,-95.0449,7,SEABROOK_7,SEABROOK_7_1,Coast,69.0,0.99268,68.495,-28.0,23.8,7.7,,391,,,0,0,1,PQ,0.0,0,0.0,1,12
260156,32.9305,-97.1235,5,SOUTHLAKE_3,SOUTHLAKE_3_2,North_Central,69.0,1.03944,71.721,-27.72,23.8,5.0,,4675,,,0,0,1,PQ,0.0,0,0.0,2,27
110834,29.8893,-95.4272,7,HOUSTON_41,HOUSTON_41_1,Coast,69.0,1.04548,72.138,-28.67,23.8,3.24,,607,,190.19,0,0,1,PQ,0.0,0,0.0,1,12
110913,29.6146,-95.4497,7,FRESNO_4,FRESNO_4_1,Coast,69.0,1.04295,71.964,-25.78,23.7,6.9,,663,,128.79,0,0,1,PQ,0.0,0,0.0,1,12
120230,29.5901,-98.4461,6,SAN_ANTONIO_2,SAN_ANTONIO_2_1,South_Central,69.0,1.00497,69.343,-2.65,23.6,5.1,,1100,,,0,0,1,PQ,0.0,0,0.0,1,13
170491,33.2415,-95.9003,5,COMMERCE_3,COMMERCE_3_1,North_Central,138.0,1.03736,143.156,-21.53,23.6,4.67,,2839,,,0,0,1,PQ,0.0,0,0.0,1,18
210283,30.7601,-98.2286,6,BURNET_6,BURNET_6_1,South_Central,138.0,1.02746,141.789,-2.57,23.6,4.5,,3541,,,0,0,1,PQ,0.0,0,0.0,2,22
170171,32.991,-96.6249,5,SACHSE_1,SACHSE_1_1,North_Central,69.0,1.00881,69.608,-28.9,23.6,7.3,,2580,,,0,0,1,PQ,0.0,0,0.0,1,18
111074,30.0767,-95.4464,7,SPRING_33,SPRING_33_1,Coast,69.0,0.99209,68.454,-26.26,23.6,7.1,,757,,,0,0,1,PQ,0.0,0,0.0,1,12
150267,32.9422,-97.2935,5,KELLER_6,KELLER_6_3,North_Central,69.0,1.02325,70.604,-23.79,23.6,3.69,,2055,,,0,0,1,PQ,0.0,0,0.0,1,16
170286,32.9565,-96.7802,5,RICHARDSON_10,RICHARDSON_10_1,North_Central,69.0,1.04108,71.835,-35.09,23.6,6.5,,2664,,167.78,0,0,1,PQ,0.0,0,0.0,1,18
